customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C2749,Female,0,No,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.37,1936.4123170946891,No
C2750,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.51,2659.53419057878,No
C2751,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),22.4,701.896907478297,No
C2752,Female,0,No,No,35,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,81.75,2879.2120504388163,No
C2753,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.02,2416.874749948642,No
C2754,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),53.18,1235.6408454923812,No
C2755,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),67.88,5286.149796898596,No
C2756,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.92,1622.6480325957748,No
C2757,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.47,1624.4272035041772,No
C2758,Female,0,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),40.26,1035.253863429582,No
C2759,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.95,247.41003171314395,No
C2760,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),81.76,1022.9870635770293,No
C2761,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),68.45,5248.096566900965,No
C2762,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,40.18,184.29432108674828,No
C2763,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),56.32,445.9432549427089,No
C2764,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.07,1715.5644552042747,No
C2765,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.16,114.67127636919429,No
C2766,Female,1,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.06,3040.2393953948317,No
C2767,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,53.92,501.98317709915756,No
C2768,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),30.17,224.58003519803464,No
C2769,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.14,1720.5589836043373,No
C2770,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.33,666.3183495099452,Yes
C2771,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),58.38,1438.2209292262496,No
C2772,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.25,4041.4702611872053,Yes
C2773,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.45,1882.9447712382341,No
C2774,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,1511.1382091461792,No
C2775,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.36,358.97285797210816,Yes
C2776,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.62,18.624616492050464,No
C2777,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.15,345.0172745963372,Yes
C2778,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.36,281.9349530470816,Yes
C2779,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.1,623.9606695766925,No
C2780,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.17,801.190874187141,Yes
C2781,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,233.23989714029477,No
C2782,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.67,580.3662802635286,Yes
C2783,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,18.25,659.6694359211226,No
C2784,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),73.42,715.4453619776092,No
C2785,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.48,470.76810161639884,Yes
C2786,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.14,2159.8813907765707,No
C2787,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),98.27,2806.9968310313366,No
C2788,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,39.64,1975.126185073352,No
C2789,Female,1,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,99.68,4745.5464214718195,No
C2790,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),18.25,592.6798824528329,No
C2791,Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,3336.7631698532105,No
C2792,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.5,74.49824328078118,No
C2793,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.49,101.48658105311912,Yes
C2794,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),47.18,1805.5911874554695,No
C2795,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.0,51.002976723177746,No
C2796,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,32.97,428.2687045536671,No
C2797,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.93,91.93154478861416,Yes
C2798,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),78.7,278.0294328393877,No
C2799,Female,1,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,52.64,2055.8720539134583,No
C2800,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,91.89,602.0646208079713,No
C2801,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,332.8714767483393,No
C2802,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.34,581.125457108777,Yes
C2803,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,20.51,557.708517690866,No
C2804,Female,1,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.61,3442.201488866184,No
C2805,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,58.77,789.9706695134596,No
C2806,Female,0,No,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.82,2875.680267103725,No
C2807,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),99.89,357.0338374285131,No
C2808,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,102.13,3049.7323275260787,Yes
C2809,Male,1,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.54,1770.089871825494,No
C2810,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.84,4584.8384723905965,Yes
C2811,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.04,405.206512649709,No
C2812,Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.91,268.6589785225588,Yes
C2813,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.94,380.5851876542847,No
C2814,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.63,121.3642620679763,Yes
C2815,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,70.72,501.76361728700726,No
C2816,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.62,739.3891632610045,No
C2817,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,94.45,730.4027398159924,No
C2818,Male,1,Yes,No,56,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.37,1775.426724102542,No
C2819,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.38,129.1738084169751,Yes
C2820,Male,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),43.31,3042.068407709673,No
C2821,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.07,1823.1410000104108,No
C2822,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),51.41,2178.8767265355523,No
C2823,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),44.07,2951.87245220825,No
C2824,Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),22.16,591.5375309681115,No
C2825,Male,0,No,No,37,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.87,3084.3197629314104,No
C2826,Female,1,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,95.58,1364.5334772532196,No
C2827,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.25,18.25,Yes
C2828,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.81,4675.76251731379,No
C2829,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.75,1622.7209221366513,Yes
C2830,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.09,79.09468142095159,Yes
C2831,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.04,4060.657113427809,No
C2832,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,100.59,1940.40482331389,No
C2833,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.69,1231.0189040018902,No
C2834,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),82.72,268.35136508804385,Yes
C2835,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,206.02034561403525,Yes
C2836,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),57.88,127.68555706798281,Yes
C2837,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),63.66,3344.9500445365716,No
C2838,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.75,118.75,Yes
C2839,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.46,3619.8676062956115,No
C2840,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,34.24,34.239905510506794,No
C2841,Male,1,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,85.44,132.66586906871714,Yes
C2842,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.8,672.724603550085,Yes
C2843,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.38,427.73915531159,No
C2844,Female,1,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,82.46,1686.4021661028987,No
C2845,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,269.6587369006337,Yes
C2846,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.29,805.1320502670602,No
C2847,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.58,324.96348443675174,Yes
C2848,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.17,4896.77841905468,No
C2849,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.58,194.15054801413186,Yes
C2850,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,98.28,1013.9930916717138,No
C2851,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.56,975.9361341385091,No
C2852,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.78,3369.201960709227,No
C2853,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.96,2989.0881172058157,No
C2854,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.25,1492.9810422916728,No
C2855,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,82.32,82.31754246976932,No
C2856,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,5507.376948191048,Yes
C2857,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.93,1736.970904013168,No
C2858,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.56,6546.799066143096,No
C2859,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),18.25,372.5930589343577,No
C2860,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.47,5987.446170141292,No
C2861,Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.25,301.9418785718517,No
C2862,Male,1,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.49,2321.0693459809945,No
C2863,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,22.76,327.8261384942116,No
C2864,Female,1,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.26,1469.8095265947757,Yes
C2865,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.25,142.29894354627297,Yes
C2866,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,96.82,1082.288904758359,No
C2867,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.61,2021.8061193660224,No
C2868,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,51.3,1323.8354317062924,No
C2869,Male,1,No,No,28,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,59.91,1414.7186399808188,No
C2870,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,59.7,263.99888307820186,No
C2871,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.49,6635.07863468321,No
C2872,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.68,1902.6393343303057,No
C2873,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),75.53,75.5297421681851,Yes
C2874,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.56,2338.2037460719166,No
C2875,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,268.3615369236031,Yes
C2876,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,118.75,118.75,Yes
C2877,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),57.27,1226.9381925937012,Yes
C2878,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.43,1099.6762842064718,No
C2879,Female,1,No,No,5,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,59.98,435.78321728887295,No
C2880,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.33,778.7454621603226,No
C2881,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.89,8208.133351508233,No
C2882,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,105.19,1052.7789194260063,No
C2883,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.89,145.07050575855163,No
C2884,Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,42.23,2777.1191690372734,No
C2885,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,57.0,458.2346282646774,No
C2886,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,51.02,1085.6884260232714,No
C2887,Female,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.96,43.96192655103742,No
C2888,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.75,2091.9955870594204,No
C2889,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,94.72,1231.509052187131,No
C2890,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.4,3641.1581640229097,No
C2891,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,67.89,1348.9011484654684,No
C2892,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.63,2590.828620281991,Yes
C2893,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,18.25,1550.8540212555008,Yes
C2894,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.87,2763.50052165891,Yes
C2895,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.14,62.189387239857304,Yes
C2896,Female,1,Yes,No,43,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,30.94,1681.2195174502867,No
C2897,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.1,550.5996924030923,Yes
C2898,Male,1,No,No,21,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.47,1711.9083007345025,No
C2899,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.06,1041.6200412115309,Yes
C2900,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),37.13,513.0349950373559,Yes
C2901,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.91,454.3992303104075,Yes
C2902,Female,0,Yes,No,20,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),20.73,25.788958988732645,Yes
C2903,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.16,1043.355599928102,No
C2904,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),18.25,262.6640330658967,Yes
C2905,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,38.43,579.0951544477964,No
C2906,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.06,4373.970912204538,No
C2907,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.94,1733.2047169871266,No
C2908,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,115.08,1590.9903160027793,No
C2909,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,90.42,4982.729721921513,No
C2910,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.3,931.6620445836658,No
C2911,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.91,18.907257564790953,Yes
C2912,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.17,894.7011233232506,No
C2913,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.31,415.0724150155212,Yes
C2914,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,73.89,2509.952159278666,No
C2915,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),53.23,3922.754736839038,Yes
C2916,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,49.18,428.9586142054264,No
C2917,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.76,1197.7631910870175,No
C2918,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),98.54,1292.1454300592884,Yes
C2919,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),65.41,631.7537288261836,Yes
C2920,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,69.29,2738.1808934124792,No
C2921,Male,0,Yes,Yes,23,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.42,1206.4643624464534,No
C2922,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,102.99,102.99447202888105,No
C2923,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.87,2030.840152175619,No
